,,,,,,,,,,Month,,,,,,,,,,,,
Blacktip Reef Whaler,0-1m,Shark,Male,< 2m,Dead,Tannum Sands,Active,Tannum Sands Drum 1,Gladstone,,,,,,,,,,,,1,1
Blacktip Reef Whaler,0-1m,Shark,Male,< 2m,Dead,Tannum Sands,Active,Tannum Sands Drum 10,Gladstone,,,1,,,,,,,,,,1
Blacktip Reef Whaler,0-1m,Shark,Male,< 2m,Dead,Tannum Sands,Active,Tannum Sands Drum 11,Gladstone,,,,1,,,,,,,1,,2
Blacktip Reef Whaler,0-1m,Shark,Male,< 2m,Dead,Tannum Sands,Active,Tannum Sands Drum 4,Gladstone,,,,,,,,,,1,,,1
Blacktip Reef Whaler,0-1m,Shark,Male,< 2m,Dead,Tannum Sands,Active,Tannum Sands Drum 9,Gladstone,,,,,,,,,,1,,,1
Blacktip Reef Whaler,0-1m,Shark,Male,< 2m,Dead,Tannum Sands,Active Total,,,,,1,1,,,,,,2,1,1,6
Blacktip Reef Whaler,0-1m,Shark,Male,< 2m,Dead,Trinity Beach,Active,Trinity Beach Drum 27,Cairns,1,,,,,,,,,,,,1
Blacktip Reef Whaler,0-1m,Shark,Male,< 2m,Dead Total,,,,,1,,1,2,,,,,,2,3,1,10
Blacktip Reef Whaler,0-1m,Shark Total,,,,,,,,2,,1,3,,,,2,1,5,6,3,23
Blacktip Reef Whaler,1-2m,Shark,Female,< 2m,Alive,Tannum Sands,Active,Tannum Sands Drum 4,Gladstone,,,,,,,,,1,,,,1
Blacktip Reef Whaler,1-2m,Shark,Female,< 2m,Dead,Buchans Point Beach,Active,Buchans Point Beach Drum 9,Cairns,,,,,,,,,,,,1,1
Blacktip Reef Whaler,1-2m,Shark,Female,< 2m,Dead,Clifton Beach,Active,Clifton Beach Drum 20,Cairns,,,,,,,,,,,,1,1
Blacktip Reef Whaler,1-2m,Shark,Female,< 2m,Dead,Ellis Beach,Active,Ellis Beach Drum 1,Cairns,,,,,1,,,,,,,1,2
Blacktip Reef Whaler,1-2m,Shark,Female,< 2m,Dead,Holloways Beach,Active,Holloways Beach Drum 35,Cairns,,,,,,,,,,,1,1,2
Blacktip Reef Whaler,1-2m,Shark,Female,< 2m,Dead,Picnic Bay,Active,Picnic Bay Drum 2,Townsville,,1,,,,,,,,,,,1
Blacktip Reef Whaler,1-2m,Shark,Female,< 2m,Dead,Picnic Bay,Active,Picnic Bay Drum 4,Townsville,,,,,,1,,,,,,,1
Blacktip Reef Whaler,1-2m,Shark,Female,< 2m,Dead,Picnic Bay,Active Total,,,,1,,,,1,,,,,,,2
Blacktip Reef Whaler,1-2m,Shark,Female,< 2m,Dead,Rainbow Beach,Active,Rainbow Beach Drum 11,Rainbow Beach,,,,,,,,,,,,1,1
Blacktip Reef Whaler,1-2m,Shark,Female,< 2m,Dead,Tannum Sands,Active,Tannum Sands Drum 1,Gladstone,1,,,,,,,,,,,,1
Blacktip Reef Whaler,1-2m,Shark,Female,< 2m,Dead,Tannum Sands,Active,Tannum Sands Drum 11,Gladstone,,2,,1,1,,1,,,,,,5
Blacktip Reef Whaler,1-2m,Shark,Female,< 2m,Dead,Tannum Sands,Active,Tannum Sands Drum 12,Gladstone,1,,,,,,,,,,,,1
Blacktip Reef Whaler,1-2m,Shark,Female,< 2m,Dead,Tannum Sands,Active,Tannum Sands Drum 3,Gladstone,,,,1,,1,,2,,,,,4
Blacktip Reef Whaler,1-2m,Shark,Female,< 2m,Dead,Tannum Sands,Active,Tannum Sands Drum 7,Gladstone,,,,,,,,,,,,1,1
Blacktip Reef Whaler,1-2m,Shark,Female,< 2m,Dead,Tannum Sands,Active,Tannum Sands Drum 8,Gladstone,,,,,,,,,,1,,,1
Blacktip Reef Whaler,1-2m,Shark,Female,< 2m,Dead,Tannum Sands,Active,Tannum Sands Drum 9,Gladstone,,,,,1,,,,,,,,1
Blacktip Reef Whaler,1-2m,Shark,Female,< 2m,Dead,Tannum Sands,Active Total,,,2,2,,2,2,1,1,2,,1,,1,14
Blacktip Reef Whaler,1-2m,Shark,Female,< 2m,Dead,Trinity Beach,Active,Trinity Beach Drum 23,Cairns,,,,,,,,,,,,1,1
Blacktip Reef Whaler,1-2m,Shark,Female,< 2m,Dead,Trinity Beach,Active,Trinity Beach Drum 28,Cairns,,,,,,,,,,,,1,1
Blacktip Reef Whaler,1-2m,Shark,Female,< 2m,Dead,Trinity Beach,Active Total,,,,,,,,,,,,,,2,2
Blacktip Reef Whaler,1-2m,Shark,Female,< 2m,Dead,Yorkeys Knob,Active,Yorkeys Knob Drum 31,Cairns,,,,,,,,,,,,1,1
Blacktip Reef Whaler,1-2m,Shark,Female,< 2m,Dead Total,,,,,2,3,,2,3,2,1,2,,1,1,9,26
Blacktip Reef Whaler,1-2m,Shark,Female,< 2m Total,,,,,,2,3,,2,3,2,1,2,1,1,1,9,27
Blacktip Reef Whaler,1-2m,Shark,Male,< 2m,Dead,Alma Bay,Active,Alma Bay Drum 20,Townsville,,,1,,,,,,,1,,1,3
Blacktip Reef Whaler,1-2m,Shark,Male,< 2m,Dead,Buchans Point Beach,Active,Buchans Point Beach Drum 9,Cairns,,,,,,,,,,,1,,1
Blacktip Reef Whaler,1-2m,Shark,Male,< 2m,Dead,Ellis Beach,Active,Ellis Beach Drum 1,Cairns,,,1,,,,,,,,,,1
Blacktip Reef Whaler,1-2m,Shark,Male,< 2m,Dead,Ellis Beach,Active,Ellis Beach Drum 4,Cairns,,,,,,,,,,,,1,1
Blacktip Reef Whaler,1-2m,Shark,Male,< 2m,Dead,Ellis Beach,Active Total,,,,,1,,,,,,,,,1,2
Blacktip Reef Whaler,1-2m,Shark,Male,< 2m,Dead,Holloways Beach,Active,Holloways Beach Drum 37,Cairns,,,,,,,,,,,1,,1
Blacktip Reef Whaler,1-2m,Shark,Male,< 2m,Dead,Palm Cove,Active,Palm Cove Drum 18,Cairns,,,,,,,,,,,1,,1
Blacktip Reef Whaler,1-2m,Shark,Male,< 2m,Dead,Radical Bay,Active,Radical Bay Drum 26,Townsville,,,,,,,,,,,,1,1
Blacktip Reef Whaler,1-2m,Shark,Male,< 2m,Dead,Rainbow Beach,Active,Rainbow Beach Drum 12,Rainbow Beach,,,1,,,,,,,,,,1
Blacktip Reef Whaler,1-2m,Shark,Male,< 2m,Dead,Rainbow Beach,Active,Rainbow Beach Net 1,Rainbow Beach,,,,,,,,1,,,,,1
Blacktip Reef Whaler,1-2m,Shark,Male,< 2m,Dead,Rainbow Beach,Active Total,,,,,1,,,,,1,,,,,2
Blacktip Reef Whaler,1-2m,Shark,Male,< 2m,Dead,Tannum Sands,Active,Tannum Sands Drum 11,Gladstone,,,,,1,,,,,,,,1
Blacktip Reef Whaler,1-2m,Shark,Male,< 2m,Dead,Tannum Sands,Active,Tannum Sands Drum 12,Gladstone,,,,,,,,,,,1,,1
Blacktip Reef Whaler,1-2m,Shark,Male,< 2m,Dead,Tannum Sands,Active,Tannum Sands Drum 3,Gladstone,,,,,,,,,,,1,1,2
Blacktip Reef Whaler,1-2m,Shark,Male,< 2m,Dead,Tannum Sands,Active,Tannum Sands Drum 4,Gladstone,,,,1,,,,,,,,,1
Blacktip Reef Whaler,1-2m,Shark,Male,< 2m,Dead,Tannum Sands,Active,Tannum Sands Drum 5,Gladstone,,,1,,,1,1,,,,,,3
Blacktip Reef Whaler,1-2m,Shark,Male,< 2m,Dead,Tannum Sands,Active,Tannum Sands Drum 7,Gladstone,,,,,,,,1,,1,,,2
Blacktip Reef Whaler,1-2m,Shark,Male,< 2m,Dead,Tannum Sands,Active,Tannum Sands Drum 8,Gladstone,,,,,,,,1,,,,,1
Blacktip Reef Whaler,1-2m,Shark,Male,< 2m,Dead,Tannum Sands,Active Total,,,,,1,1,1,1,1,2,,1,2,1,11
Blacktip Reef Whaler,1-2m,Shark,Male,< 2m,Dead,Trinity Beach,Active,Trinity Beach Drum 23,Cairns,,,,,,,,,,,1,,1
Blacktip Reef Whaler,1-2m,Shark,Male,< 2m,Dead,Trinity Beach,Active,Trinity Beach Drum 26,Cairns,,,1,,,,,,,,,,1
Blacktip Reef Whaler,1-2m,Shark,Male,< 2m,Dead,Trinity Beach,Active Total,,,,,1,,,,,,,,1,,2
Blacktip Reef Whaler,1-2m,Shark,Male,< 2m,Dead Total,,,,,,,5,1,1,1,1,3,,2,6,4,24
Blacktip Reef Whaler,1-2m,Shark,Unknown,< 2m,Dead,Tannum Sands,Active,Tannum Sands Drum 11,Gladstone,,,,,,,,,,,,1,1
Blacktip Reef Whaler,1-2m,Shark,Unknown,< 2m,Dead,Tannum Sands,Active,Tannum Sands Drum 7,Gladstone,,,,,,,,,,1,,,1
Blacktip Reef Whaler,1-2m,Shark,Unknown,< 2m,Dead,Tannum Sands,Active Total,,,,,,,,,,,,1,,1,2
Blacktip Reef Whaler,1-2m,Shark Total,,,,,,,,2,3,5,3,4,3,2,5,1,4,7,14,53
Blacktip Reef Whaler,2-3m,Shark,Female,>= 2m,Dead,Horseshoe Bay,Active,Horseshoe Bay Drum 38,Townsville,,,,1,,,,,,,,,1
Blacktip Reef Whaler,2-3m,Shark,Male,>= 2m,Dead,The Strand,Active,The Strand Drum 52,Townsville,,,1,,,,,,,,,,1
Blacktip Reef Whaler,2-3m,Shark Total,,,,,,,,,,1,1,,,,,,,,,2
Blacktip Reef Whaler Total,,,,,,,,,,4,3,7,7,4,3,2,7,2,9,13,17,78
Bottlenose Dolphin,Non-shark,Mammal,Female,Non-shark,Alive,Sheraton Mirage Beach,Active,Sheraton Mirage Beach Drum 1,Gold Coast,,,,,,,1,,,,,,1
Bottlenose Dolphin,Non-shark,Mammal,Female,Non-shark,Dead,Caloundra,Active,Caloundra Net 11,Sunshine Coast South & Bribie Island,,,1,,,,,,,,,,1
Bottlenose Dolphin,Non-shark,Mammal,Female,Non-shark Total,,,,,,,,1,,,,1,,,,,,2
Bottlenose Dolphin,Non-shark,Mammal,Male,Non-shark,Dead,Wurtulla,Active,Wurtulla Net 10,Sunshine Coast South & Bribie Island,,,,,1,,,,,,,,1
Bottlenose Dolphin,Non-shark,Mammal Total,,,,,,,,,,1,,1,,1,,,,,,3
Bull Ray,Non-shark,Other,Female,Non-shark,Alive,Horseshoe Bay,Active,Horseshoe Bay Drum 35,Townsville,,,,,,,,,1,,,,1
Bull Whaler,0-1m,Shark,Female,< 2m,Dead,Emu Park,Active,Emu Park Drum 50,Capricorn Coast,,1,,,,,,,,,,,1
Bull Whaler,0-1m,Shark,Female,< 2m,Dead,Farnborough Beach,Active,Farnborough Beach Drum 1,Capricorn Coast,,,,,,,,,,,,1,1
Bull Whaler,0-1m,Shark,Female,< 2m,Dead,Horseshoe Bay,Active,Horseshoe Bay Drum 34,Townsville,,,,,,,,1,,,,,1
Bull Whaler,0-1m,Shark,Female,< 2m,Dead Total,,,,,,1,,,,,,1,,,,1,3
Bull Whaler,0-1m,Shark,Male,< 2m,Dead,Emu Park,Active,Emu Park Drum 49,Capricorn Coast,,,,1,,,,,,,,,1
Bull Whaler,0-1m,Shark,Male,< 2m,Dead,Lammermoor Beach,Active,Lammermoor Beach Drum 18,Capricorn Coast,,,1,,,,,,,,,,1
Bull Whaler,0-1m,Shark,Male,< 2m,Dead Total,,,,,,,1,1,,,,,,,,,2
Bull Whaler,0-1m,Shark,Unknown,< 2m,Dead,Horseshoe Bay,Active,Horseshoe Bay Drum 34,Townsville,,,,,,,,1,,,,,1
Bull Whaler,0-1m,Shark Total,,,,,,,,,1,1,1,,,,2,,,,1,6
Bull Whaler,1-2m,Shark,Female,< 2m,Alive,Eimeo Beach,Active,Eimeo Beach Drum 14,Mackay,,,,,,,,,,,,1,1
Bull Whaler,1-2m,Shark,Female,< 2m,Alive,Ellis Beach,Active,Ellis Beach Drum 2,Cairns,,,,1,,,,,,,,,1
Bull Whaler,1-2m,Shark,Female,< 2m,Alive Total,,,,,,,,1,,,,,,,,1,2
Bull Whaler,1-2m,Shark,Female,< 2m,Dead,Alma Bay,Active,Alma Bay Drum 15,Townsville,,,,,,,,,,1,,,1
Bull Whaler,1-2m,Shark,Female,< 2m,Dead,Bucasia Beach,Not Active,Bucasia Beach Net 2,Mackay,,,,,,,,,,,1,,1
Bull Whaler,1-2m,Shark,Female,< 2m,Dead,Ellis Beach,Active,Ellis Beach Drum 1,Cairns,,,,,,,,,1,,,,1
Bull Whaler,1-2m,Shark,Female,< 2m,Dead,Emu Park,Active,Emu Park Drum 48,Capricorn Coast,,1,,,,,,,,,,1,2
Bull Whaler,1-2m,Shark,Female,< 2m,Dead,Emu Park,Active,Emu Park Drum 49,Capricorn Coast,,1,,,,,,,,,,,1
Bull Whaler,1-2m,Shark,Female,< 2m,Dead,Emu Park,Active,Emu Park Drum 50,Capricorn Coast,,1,,,,,,,,,,,1
Bull Whaler,1-2m,Shark,Female,< 2m,Dead,Emu Park,Active,Emu Park Drum 53,Capricorn Coast,,1,,,,,,,,,,,1
Bull Whaler,1-2m,Shark,Female,< 2m,Dead,Emu Park,Active Total,,,,4,,,,,,,,,,1,5
Bull Whaler,1-2m,Shark,Female,< 2m,Dead,Farnborough Beach,Active,Farnborough Beach Drum 2,Capricorn Coast,,,,,,,,,,1,,,1
Bull Whaler,1-2m,Shark,Female,< 2m,Dead,Florence Bay,Active,Florence Bay Drum 21,Townsville,,1,,,,,,,,,,,1
Bull Whaler,1-2m,Shark,Female,< 2m,Dead,Horseshoe Bay,Active,Horseshoe Bay Drum 33,Townsville,1,,,,,,,,,,,,1
Bull Whaler,1-2m,Shark,Female,< 2m,Dead,Kellys Beach,Active,Kellys Beach Drum 15,Bundaberg,,,,,1,,,,,,,,1
Bull Whaler,1-2m,Shark,Female,< 2m,Dead,Kemp Beach,Active,Kemp Beach Drum 27,Capricorn Coast,,1,,,,,,,,,,,1
Bull Whaler,1-2m,Shark,Female,< 2m,Dead,Lammermoor Beach,Active,Lammermoor Beach Drum 19,Capricorn Coast,,,,,,,,,,,,1,1
Bull Whaler,1-2m,Shark,Female,< 2m,Dead,Nelly Bay,Active,Nelly Bay Drum 7,Townsville,,,,,1,,,,,,,,1
Bull Whaler,1-2m,Shark,Female,< 2m,Dead,Radical Bay,Active,Radical Bay Drum 26,Townsville,,,,,,,1,,,,,,1
Bull Whaler,1-2m,Shark,Female,< 2m,Dead,Tallebudgera Beach,Active,Tallebudgera Beach Net 7,Gold Coast,,,,1,,,,,,,,,1
Bull Whaler,1-2m,Shark,Female,< 2m,Dead Total,,,,,1,6,,1,2,,1,,1,2,1,2,17
Bull Whaler,1-2m,Shark,Female,< 2m Total,,,,,,1,6,,2,2,,1,,1,2,1,3,19
Bull Whaler,1-2m,Shark,Male,< 2m,Alive,Farnborough Beach,Active,Farnborough Beach Drum 5,Capricorn Coast,,,1,,,,,,,,,,1
Bull Whaler,1-2m,Shark,Male,< 2m,Alive,Horseshoe Bay,Active,Horseshoe Bay Drum 33,Townsville,,,,,1,,,,,,,,1
Bull Whaler,1-2m,Shark,Male,< 2m,Alive,Rainbow Beach,Active,Rainbow Beach Drum 3,Rainbow Beach,,,,,,,,,,,,1,1
Bull Whaler,1-2m,Shark,Male,< 2m,Alive Total,,,,,,,1,,1,,,,,,,1,3
Bull Whaler,1-2m,Shark,Male,< 2m,Dead,Buchans Point Beach,Active,Buchans Point Beach Drum 8,Cairns,,,,1,,,,,,,,,1
Bull Whaler,1-2m,Shark,Male,< 2m,Dead,Emu Park,Active,Emu Park Drum 49,Capricorn Coast,,,1,,,,,,,,,,1
Bull Whaler,1-2m,Shark,Male,< 2m,Dead,Emu Park,Active,Emu Park Drum 50,Capricorn Coast,,1,1,,,,,,,,,,2
Bull Whaler,1-2m,Shark,Male,< 2m,Dead,Emu Park,Active,Emu Park Drum 52,Capricorn Coast,,,1,,,,,,1,,,,2
Bull Whaler,1-2m,Shark,Male,< 2m,Dead,Emu Park,Active Total,,,,1,3,,,,,,1,,,,5
Bull Whaler,1-2m,Shark,Male,< 2m,Dead,Farnborough Beach,Active,Farnborough Beach Drum 3,Capricorn Coast,,,1,,,,,,,,,,1
Bull Whaler,1-2m,Shark,Male,< 2m,Dead,Farnborough Beach,Active,Farnborough Beach Drum 4,Capricorn Coast,,,1,,,,,,,,,,1
Bull Whaler,1-2m,Shark,Male,< 2m,Dead,Farnborough Beach,Active Total,,,,,2,,,,,,,,,,2
Bull Whaler,1-2m,Shark,Male,< 2m,Dead,Horseshoe Bay,Active,Horseshoe Bay Drum 37,Townsville,1,,,,,,,,,,,,1
Bull Whaler,1-2m,Shark,Male,< 2m,Dead,Kemp Beach,Active,Kemp Beach Drum 29,Capricorn Coast,,,1,,,,,,,,,,1
Bull Whaler,1-2m,Shark,Male,< 2m,Dead,Kemp Beach,Active,Kemp Beach Drum 30,Capricorn Coast,,,,,,1,,,,,,,1
Bull Whaler,1-2m,Shark,Male,< 2m,Dead,Kemp Beach,Active Total,,,,,1,,,1,,,,,,,2
Bull Whaler,1-2m,Shark,Male,< 2m,Dead,Lamberts Beach,Active,Lamberts Beach Drum 27,Mackay,,,,,,,,,1,,,,1
Bull Whaler,1-2m,Shark,Male,< 2m,Dead,Mulambin Beach,Active,Mulambin Beach Drum 33,Capricorn Coast,,1,,,,,,,,,,,1
Bull Whaler,1-2m,Shark,Male,< 2m,Dead,Sheraton Mirage Beach,Active,Sheraton Mirage Beach Drum 1,Gold Coast,,,,,1,,,,,,,,1
Bull Whaler,1-2m,Shark,Male,< 2m,Dead,Tanby Point,Active,Tanby Point Drum 39,Capricorn Coast,,1,,,,,,,,,,,1
Bull Whaler,1-2m,Shark,Male,< 2m,Dead,Tanby Point,Active,Tanby Point Drum 40,Capricorn Coast,,,,,,,,,,,,1,1
Bull Whaler,1-2m,Shark,Male,< 2m,Dead,Tanby Point,Active,Tanby Point Drum 42,Capricorn Coast,,,,,,,,,,,,1,1
Bull Whaler,1-2m,Shark,Male,< 2m,Dead,Tanby Point,Active Total,,,,1,,,,,,,,,,2,3
Bull Whaler,1-2m,Shark,Male,< 2m,Dead,Yeppoon,Active,Yeppoon Drum 8,Capricorn Coast,1,,,,,,,,,,,,1
Bull Whaler,1-2m,Shark,Male,< 2m,Dead Total,,,,,2,3,6,1,1,1,,,2,,,2,18
Bull Whaler,1-2m,Shark,Male,< 2m Total,,,,,,2,3,7,1,2,1,,,2,,,3,21
Bull Whaler,1-2m,Shark Total,,,,,,,,3,9,7,3,4,1,1,,3,2,1,6,40
Bull Whaler,2-3m,Shark,Female,>= 2m,Alive,Alma Bay,Active,Alma Bay Drum 16,Townsville,,,,,,,,,1,,,,1
Bull Whaler,2-3m,Shark,Female,>= 2m,Alive,Bribie Island,Active,Bribie Island Drum 65,Sunshine Coast South & Bribie Island,,,,,,,,,,,,1,1
Bull Whaler,2-3m,Shark,Female,>= 2m,Alive,Eimeo Beach,Active,Eimeo Beach Drum 14,Mackay,,,,,,,,,,,,2,2
Bull Whaler,2-3m,Shark,Female,>= 2m,Alive,Ellis Beach,Active,Ellis Beach Drum 7,Cairns,,,,1,,,,,,,,,1
Bull Whaler,2-3m,Shark,Female,>= 2m,Alive,Harbour Beach,Active,Harbour Beach Net 1,Mackay,1,1,,,,,,,,,,,2
Bull Whaler,2-3m,Shark,Female,>= 2m,Alive,Holloways Beach,Active,Holloways Beach Drum 38,Cairns,,,1,,,,,,,,,,1
Bull Whaler,2-3m,Shark,Female,>= 2m,Alive,Marcoola Beach,Active,Marcoola Beach Net 4,Sunshine Coast North,,,,,,,,,1,,,,1
Bull Whaler,2-3m,Shark,Female,>= 2m,Alive,Palm Cove,Active,Palm Cove Drum 18,Cairns,,,,,,,,1,,,,,1
Bull Whaler,2-3m,Shark,Female,>= 2m,Alive,Rainbow Beach,Active,Rainbow Beach Net 1,Rainbow Beach,,,,,,1,,,,,,,1
Bull Whaler,2-3m,Shark,Female,>= 2m,Alive,Tannum Sands,Active,Tannum Sands Drum 1,Gladstone,,,,,,1,,,,,,,1
Bull Whaler,2-3m,Shark,Female,>= 2m,Alive Total,,,,,1,1,1,1,,2,,1,2,,,3,12
Bull Whaler,2-3m,Shark,Female,>= 2m,Dead,Amity Point,Active,Amity Point Drum 1,Nth Stradbroke Is.,1,,,,,,,,,,,,1
Bull Whaler,2-3m,Shark,Female,>= 2m,Dead,Blacks Beach,Active,Blacks Beach Drum 20,Mackay,,,,1,,1,,,,,,,2
Bull Whaler,2-3m,Shark,Female,>= 2m,Dead,Bucasia Beach,Not Active,Bucasia Beach Net 2,Mackay,,,1,,,,,,,1,,,2
Bull Whaler,2-3m,Shark,Female,>= 2m,Dead,Eimeo Beach,Active,Eimeo Beach Drum 13,Mackay,,1,,,,,,,,,,,1
Bull Whaler,2-3m,Shark,Female,>= 2m,Dead,Eimeo Beach,Active,Eimeo Beach Drum 14,Mackay,,,1,,,,,,,,,,1
Bull Whaler,2-3m,Shark,Female,>= 2m,Dead,Eimeo Beach,Active Total,,,,1,1,,,,,,,,,,2
Bull Whaler,2-3m,Shark,Female,>= 2m,Dead,Eimeo Beach,Not Active,Eimeo Beach Net 3,Mackay,,,,,,,,,2,,,,2
Bull Whaler,2-3m,Shark,Female,>= 2m,Dead,Eimeo Beach Total,,,,,1,1,,,,,,2,,,,4
Bull Whaler,2-3m,Shark,Female,>= 2m,Dead,Florence Bay,Active,Florence Bay Drum 24,Townsville,,,,1,,,,,,,,,1
Bull Whaler,2-3m,Shark,Female,>= 2m,Dead,Harbour Beach,Active,Harbour Beach Drum 39,Mackay,,,,,1,,,,,,,,1
Bull Whaler,2-3m,Shark,Female,>= 2m,Dead,Holloways Beach,Active,Holloways Beach Drum 36,Cairns,,,,,,,,,,,,1,1
Bull Whaler,2-3m,Shark,Female,>= 2m,Dead,Lamberts Beach,Active,Lamberts Beach Drum 26,Mackay,,1,,,,,,,,,,,1
Bull Whaler,2-3m,Shark,Female,>= 2m,Dead,Maroochydore Beach,Active,Maroochydore Beach Net 6,Sunshine Coast North,,,,,,,,,1,,,,1
Bull Whaler,2-3m,Shark,Female,>= 2m,Dead,Palm Cove,Active,Palm Cove Drum 12,Cairns,,,,,1,,,,,,,,1
Bull Whaler,2-3m,Shark,Female,>= 2m,Dead,Rainbow Beach,Active,Rainbow Beach Drum 10,Rainbow Beach,,,,,,,,,,,,1,1
Bull Whaler,2-3m,Shark,Female,>= 2m,Dead Total,,,,,1,2,2,2,2,1,,,3,1,,2,16
Bull Whaler,2-3m,Shark,Female,>= 2m Total,,,,,,2,3,3,3,2,3,,1,5,1,,5,28
Bull Whaler,2-3m,Shark,Male,>= 2m,Dead,Blacks Beach,Active,Blacks Beach Drum 20,Mackay,,,,,1,,,,,,,,1
Bull Whaler,2-3m,Shark,Male,>= 2m,Dead,Bucasia Beach,Not Active,Bucasia Beach Net 1,Mackay,,,,,,,,,,,,2,2
Bull Whaler,2-3m,Shark,Male,>= 2m,Dead,Bucasia Beach,Not Active,Bucasia Beach Net 2,Mackay,,,,,,,,,,,1,,1
Bull Whaler,2-3m,Shark,Male,>= 2m,Dead,Bucasia Beach,Not Active Total,,,,,,,,,,,,,1,2,3
Bull Whaler,2-3m,Shark,Male,>= 2m,Dead,Clifton Beach,Active,Clifton Beach Drum 21,Cairns,,,,,,,1,,,,,,1
Bull Whaler,2-3m,Shark,Male,>= 2m,Dead,Eimeo Beach,Active,Eimeo Beach Drum 14,Mackay,,1,,,,,,,,,,,1
Bull Whaler,2-3m,Shark,Male,>= 2m,Dead,Ellis Beach,Active,Ellis Beach Drum 4,Cairns,,,,,,,,1,,,,,1
Bull Whaler,2-3m,Shark,Male,>= 2m,Dead,Florence Bay,Active,Florence Bay Drum 24,Townsville,,1,,,,,,,,,,,1
Bull Whaler,2-3m,Shark,Male,>= 2m,Dead,Lamberts Beach,Active,Lamberts Beach Drum 26,Mackay,,,,,,,,,1,,,,1
Bull Whaler,2-3m,Shark,Male,>= 2m,Dead,Lamberts Beach,Active,Lamberts Beach Drum 27,Mackay,,1,,,,,,,1,,,,2
Bull Whaler,2-3m,Shark,Male,>= 2m,Dead,Lamberts Beach,Active Total,,,,1,,,,,,,2,,,,3
Bull Whaler,2-3m,Shark,Male,>= 2m,Dead,Mulambin Beach,Active,Mulambin Beach Drum 36,Capricorn Coast,1,,,,,,,,,,,,1
Bull Whaler,2-3m,Shark,Male,>= 2m,Dead,Palm Cove,Active,Palm Cove Drum 16,Cairns,1,,,,,,,,,,,,1
